11768,1
16774,1
16830,1
16772,1
1510,1
16859,1
3791,1
1540,1
16873,1
16705,1
16389,1
5519,1
3202,1
7178,1
127,2
2230,2
1477,2
16844,2
622,2
6386,2
8446,2
16883,2
16,3
16835,3
224,4
16696,4
16914,4
762,4
1882,4
13439,4
16821,4
16893,4
216,5
9037,5
438,5
16862,5
6103,5
12651,5
11954,5
16778,5
2131,5
8189,5
1388,5
16721,5
1339,5
16786,5
16743,5
16820,5
16773,5
16906,5
16722,5
16707,5
88,5
15428,5
16711,5
5500,6
16798,6
16788,6
16876,6
16832,6
16712,6
16839,6
16749,6
1373,6
14987,6
16678,7
7554,7
3052,8
16727,8
6675,8
16700,8
16701,8
3622,8
3480,9
5486,9
2037,9
4854,9
6660,9
100,9
3548,9
9773,10
16746,10
16792,11
7929,11
16758,11
16693,11
2606,12
7553,12
1714,12
16885,12
16677,12
16811,12
728,12
2071,12
6770,12
245,12
16917,12
5283,12
16740,12
13711,12
16913,12
16841,12
4660,12
16734,12
17119,12
15932,12
16870,12
3311,12
3981,13
11716,13
16837,13
7520,13
13819,14
624,14
16905,14
6977,14
12868,14
4847,14
2182,15
10978,15
698,15
2473,15
13202,15
16718,15
16775,16
17060,16
16692,17
16824,17
12138,18
2839,18
16871,19
16872,19
16889,20
5936,20
15405,21
1887,21
16868,22
3029,22
