15086,0
15087,0
2311,1
5545,1
264,2
15366,2
15383,2
8094,3
15114,3
11293,4
2201,4
15027,4
15208,4
15331,4
506,5
15088,5
15296,6
762,6
1196,7
14790,7
15015,8
2631,8
15404,9
15405,9
2406,10
460,10
384,10
3244,10
14957,11
3699,11
15334,11
7470,12
9473,12
15220,13
15016,13
858,14
9005,14
4359,14
15242,14
15049,14
15018,14
15161,14
15337,14
15194,14
15103,14
15205,14
15306,14
1795,14
15133,14
773,14
7107,14
15185,14
15463,15
1373,15
4012,16
14950,16
382,16
8276,16
15427,17
15422,17
15448,17
15233,18
15139,18
2099,19
15123,19
15134,20
2187,20
3179,21
15395,21
8530,22
15028,22
15226,23
2795,23
15071,23
15330,24
4185,24
1243,24
15172,24
15477,25
13330,25
15467,25
15072,26
15073,26
14964,27
1051,27
15001,28
15002,28
57,29
15192,29
5684,30
13436,30
14994,30
8309,30
3477,31
1935,31
15162,32
2031,32
15471,33
15408,33
2365,34
995,34
1585,34
15367,35
448,35
15355,36
10498,36
15302,37
5549,37
9972,38
15006,38
7669,39
11310,39
14990,39
15197,40
11069,40
13549,40
14997,41
1604,41
3168,42
14995,42
15135,43
9974,43
15428,44
15418,44
3402,45
14987,45
14592,46
15290,46
15351,47
15048,47
13696,48
11758,48
15151,48
14985,49
14948,49
15052,49
14947,49
15140,49
14955,50
14956,50
15455,51
1335,51
15190,52
15282,52
5831,53
14975,53
15196,54
14958,54
15130,55
14984,55
15191,56
14966,56
12749,57
626,57
1478,58
6557,58
15125,59
5426,59
15004,59
10471,60
13931,60
15315,61
15099,61
683,62
871,62
8334,63
8935,63
15263,64
15398,64
15447,64
4952,65
11746,65
14952,65
15100,65
15156,66
9803,66
15413,67
423,67
5489,68
2536,68
11611,69
380,69
15035,70
5297,70
15210,71
2809,71
7168,72
15132,72
